20:46:20.121 -> Adafruit MPU6050 test!
20:46:21.623 -> Adafruit MPU6050 test!
20:46:21.879 -> MPU6050 Found!
20:46:21.879 -> Accelerometer range set to: +-8G
20:46:21.879 -> Gyro range set to: +- 500 deg/s
20:46:21.879 -> Filter bandwidth set to: 21 Hz
20:46:21.925 -> 
20:46:21.990 -> Acceleration X: -0.20, Y: -6.14, Z: -8.37 m/s^2
20:46:28.166 -> Acceleration X: -0.18, Y: -6.14, Z: -8.35 m/s^2
20:46:28.166 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.200 -> Acceleration X: -0.20, Y: -6.13, Z: -8.32 m/s^2
20:46:28.200 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.200 -> Acceleration X: -0.19, Y: -6.12, Z: -8.36 m/s^2
20:46:28.200 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.200 -> Acceleration X: -0.19, Y: -6.12, Z: -8.36 m/s^2
20:46:28.200 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.200 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:28.200 -> Rotation X: 0.04, Y: 0.02, Z: -0.00 rad/s
20:46:28.200 -> Acceleration X: -0.18, Y: -6.13, Z: -8.34 m/s^2
20:46:28.232 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.232 -> Acceleration X: -0.19, Y: -6.13, Z: -8.36 m/s^2
20:46:28.232 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.232 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:28.232 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.232 -> Acceleration X: -0.18, Y: -6.12, Z: -8.37 m/s^2
20:46:28.232 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.232 -> Acceleration X: -0.21, Y: -6.13, Z: -8.36 m/s^2
20:46:28.266 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.266 -> Acceleration X: -0.20, Y: -6.11, Z: -8.35 m/s^2
20:46:28.266 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.266 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:28.266 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.266 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:28.266 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s

20:46:28.266 -> 
20:46:28.266 -> Acceleration X: -0.20, Y: -6.14, Z: -8.35 m/s^2
20:46:28.266 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.299 -> Acceleration X: -0.19, Y: -6.14, Z: -8.34 m/s^2
20:46:28.299 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.299 -> Acceleration X: -0.21, Y: -6.14, Z: -8.36 m/s^2
20:46:28.299 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.299 -> Acceleration X: -0.19, Y: -6.12, Z: -8.36 m/s^2
20:46:28.299 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.299 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:28.299 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.332 -> Acceleration X: -0.20, Y: -6.11, Z: -8.32 m/s^2
20:46:28.332 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.332 -> Acceleration X: -0.20, Y: -6.14, Z: -8.32 m/s^2
20:46:28.332 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.332 -> Acceleration X: -0.20, Y: -6.14, Z: -8.36 m/s^2
20:46:28.332 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.332 -> Acceleration X: -0.19, Y: -6.13, Z: -8.36 m/s^2
20:46:28.332 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.332 -> Acceleration X: -0.17, Y: -6.12, Z: -8.35 m/s^2
20:46:28.332 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.365 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:28.365 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.365 -> Acceleration X: -0.17, Y: -6.13, Z: -8.32 m/s^2
20:46:28.365 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.365 -> Acceleration X: -0.19, Y: -6.14, Z: -8.33 m/s^2
20:46:28.365 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.365 -> Acceleration X: -0.18, Y: -6.13, Z: -8.32 m/s^2
20:46:28.365 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.398 -> Acceleration X: -0.17, Y: -6.14, Z: -8.36 m/s^2
20:46:28.398 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.398 -> Acceleration X: -0.20, Y: -6.15, Z: -8.35 m/s^2
20:46:28.398 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.398 -> Acceleration X: -0.19, Y: -6.14, Z: -8.37 m/s^2
20:46:28.398 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.398 -> Acceleration X: -0.19, Y: -6.14, Z: -8.33 m/s^2
20:46:28.398 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.398 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:28.432 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.432 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:28.432 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.432 -> Acceleration X: -0.17, Y: -6.14, Z: -8.37 m/s^2
20:46:28.432 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.432 -> Acceleration X: -0.18, Y: -6.15, Z: -8.37 m/s^2
20:46:28.432 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.432 -> Acceleration X: -0.19, Y: -6.14, Z: -8.35 m/s^2
20:46:28.465 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.465 -> Acceleration X: -0.20, Y: -6.12, Z: -8.37 m/s^2
20:46:28.465 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.465 -> Acceleration X: -0.21, Y: -6.12, Z: -8.37 m/s^2
20:46:28.465 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.465 -> Acceleration X: -0.19, Y: -6.14, Z: -8.36 m/s^2
20:46:28.465 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.465 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:28.465 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.498 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:28.498 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.498 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:28.498 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.498 -> Acceleration X: -0.20, Y: -6.14, Z: -8.35 m/s^2
20:46:28.498 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.498 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:28.498 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.532 -> Acceleration X: -0.20, Y: -6.14, Z: -8.34 m/s^2
20:46:28.532 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.532 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:28.532 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.532 -> Acceleration X: -0.17, Y: -6.13, Z: -8.35 m/s^2
20:46:28.532 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.532 -> Acceleration X: -0.21, Y: -6.12, Z: -8.33 m/s^2
20:46:28.532 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.532 -> Acceleration X: -0.20, Y: -6.13, Z: -8.34 m/s^2
20:46:28.565 -> Rotation X: 0.04, Y: 0.02, Z: -0.00 rad/s
20:46:28.565 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:28.565 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.565 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:28.565 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.565 -> Acceleration X: -0.21, Y: -6.12, Z: -8.35 m/s^2
20:46:28.565 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.565 -> Acceleration X: -0.21, Y: -6.12, Z: -8.34 m/s^2
20:46:28.565 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.599 -> Acceleration X: -0.20, Y: -6.13, Z: -8.33 m/s^2
20:46:28.599 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.599 -> Acceleration X: -0.21, Y: -6.13, Z: -8.33 m/s^2
20:46:28.599 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.599 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:28.599 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.599 -> Acceleration X: -0.17, Y: -6.13, Z: -8.33 m/s^2
20:46:28.599 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.599 -> Acceleration X: -0.19, Y: -6.13, Z: -8.37 m/s^2
20:46:28.636 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.636 -> Acceleration X: -0.17, Y: -6.13, Z: -8.35 m/s^2
20:46:28.669 -> Rotation X: 0.04, Y: 0.02, Z: -0.00 rad/s
20:46:28.669 -> Acceleration X: -0.18, Y: -6.11, Z: -8.37 m/s^2
20:46:28.669 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.669 -> Acceleration X: -0.18, Y: -6.11, Z: -8.33 m/s^2
20:46:28.669 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.669 -> Acceleration X: -0.19, Y: -6.12, Z: -8.35 m/s^2
20:46:28.669 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.701 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:28.701 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.701 -> Acceleration X: -0.18, Y: -6.13, Z: -8.37 m/s^2
20:46:28.701 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.701 -> Acceleration X: -0.22, Y: -6.13, Z: -8.35 m/s^2
20:46:28.701 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.701 -> Acceleration X: -0.21, Y: -6.13, Z: -8.33 m/s^2
20:46:28.701 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.701 -> Acceleration X: -0.20, Y: -6.14, Z: -8.34 m/s^2
20:46:28.701 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.701 -> Acceleration X: -0.20, Y: -6.14, Z: -8.32 m/s^2
20:46:28.701 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.701 -> Acceleration X: -0.17, Y: -6.12, Z: -8.31 m/s^2
20:46:28.701 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.701 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:28.701 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.731 -> Acceleration X: -0.19, Y: -6.11, Z: -8.32 m/s^2
20:46:28.731 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.731 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:28.731 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.731 -> Acceleration X: -0.19, Y: -6.11, Z: -8.35 m/s^2
20:46:28.731 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.731 -> Acceleration X: -0.21, Y: -6.12, Z: -8.35 m/s^2
20:46:28.731 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.765 -> Acceleration X: -0.21, Y: -6.13, Z: -8.34 m/s^2
20:46:28.765 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.765 -> Acceleration X: -0.20, Y: -6.13, Z: -8.35 m/s^2
20:46:28.765 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.765 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:28.765 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.765 -> Acceleration X: -0.20, Y: -6.14, Z: -8.35 m/s^2
20:46:28.765 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.765 -> Acceleration X: -0.21, Y: -6.12, Z: -8.34 m/s^2
20:46:28.799 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.799 -> Acceleration X: -0.20, Y: -6.12, Z: -8.33 m/s^2
20:46:28.799 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.799 -> Acceleration X: -0.19, Y: -6.11, Z: -8.34 m/s^2
20:46:28.799 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.799 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:28.799 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.799 -> Acceleration X: -0.20, Y: -6.12, Z: -8.35 m/s^2
20:46:28.832 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.832 -> Acceleration X: -0.20, Y: -6.11, Z: -8.35 m/s^2
20:46:28.832 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.832 -> Acceleration X: -0.20, Y: -6.11, Z: -8.36 m/s^2
20:46:28.832 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.832 -> Acceleration X: -0.17, Y: -6.12, Z: -8.32 m/s^2
20:46:28.832 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.832 -> Acceleration X: -0.17, Y: -6.12, Z: -8.32 m/s^2
20:46:28.832 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.865 -> Acceleration X: -0.18, Y: -6.12, Z: -8.35 m/s^2
20:46:28.865 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.865 -> Acceleration X: -0.19, Y: -6.11, Z: -8.36 m/s^2
20:46:28.865 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.865 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:28.865 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.865 -> Acceleration X: -0.18, Y: -6.13, Z: -8.34 m/s^2
20:46:28.865 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.865 -> Acceleration X: -0.17, Y: -6.12, Z: -8.34 m/s^2
20:46:28.898 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.898 -> Acceleration X: -0.16, Y: -6.14, Z: -8.36 m/s^2
20:46:28.898 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.898 -> Acceleration X: -0.19, Y: -6.14, Z: -8.36 m/s^2
20:46:28.898 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.898 -> Acceleration X: -0.19, Y: -6.12, Z: -8.37 m/s^2
20:46:28.898 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.898 -> Acceleration X: -0.21, Y: -6.13, Z: -8.34 m/s^2
20:46:28.898 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.932 -> Acceleration X: -0.21, Y: -6.12, Z: -8.37 m/s^2
20:46:28.932 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.932 -> Acceleration X: -0.21, Y: -6.12, Z: -8.35 m/s^2
20:46:28.932 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.932 -> Acceleration X: -0.21, Y: -6.12, Z: -8.32 m/s^2
20:46:28.932 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.932 -> Acceleration X: -0.20, Y: -6.13, Z: -8.32 m/s^2
20:46:28.932 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.965 -> Acceleration X: -0.18, Y: -6.12, Z: -8.32 m/s^2
20:46:28.965 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.965 -> Acceleration X: -0.19, Y: -6.12, Z: -8.32 m/s^2
20:46:28.965 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.965 -> Acceleration X: -0.19, Y: -6.12, Z: -8.32 m/s^2
20:46:28.965 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.965 -> Acceleration X: -0.18, Y: -6.12, Z: -8.31 m/s^2
20:46:28.965 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.965 -> Acceleration X: -0.21, Y: -6.14, Z: -8.29 m/s^2
20:46:28.999 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.999 -> Acceleration X: -0.20, Y: -6.15, Z: -8.31 m/s^2
20:46:28.999 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.999 -> Acceleration X: -0.18, Y: -6.14, Z: -8.31 m/s^2
20:46:28.999 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.999 -> Acceleration X: -0.19, Y: -6.13, Z: -8.32 m/s^2
20:46:28.999 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:28.999 -> Acceleration X: -0.18, Y: -6.13, Z: -8.36 m/s^2
20:46:29.030 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.030 -> Acceleration X: -0.19, Y: -6.14, Z: -8.33 m/s^2
20:46:29.030 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.030 -> Acceleration X: -0.20, Y: -6.12, Z: -8.36 m/s^2
20:46:29.030 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.030 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:29.030 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.030 -> Acceleration X: -0.18, Y: -6.13, Z: -8.35 m/s^2
20:46:29.030 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.064 -> Acceleration X: -0.18, Y: -6.12, Z: -8.35 m/s^2
20:46:29.064 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.064 -> Acceleration X: -0.19, Y: -6.12, Z: -8.33 m/s^2
20:46:29.064 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.064 -> Acceleration X: -0.20, Y: -6.15, Z: -8.35 m/s^2
20:46:29.064 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.064 -> Acceleration X: -0.20, Y: -6.12, Z: -8.34 m/s^2
20:46:29.064 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.098 -> Acceleration X: -0.22, Y: -6.11, Z: -8.36 m/s^2
20:46:29.098 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.098 -> Acceleration X: -0.20, Y: -6.11, Z: -8.35 m/s^2
20:46:29.098 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.098 -> Acceleration X: -0.19, Y: -6.13, Z: -8.33 m/s^2
20:46:29.098 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.098 -> Acceleration X: -0.19, Y: -6.14, Z: -8.36 m/s^2
20:46:29.098 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.098 -> Acceleration X: -0.19, Y: -6.11, Z: -8.34 m/s^2
20:46:29.131 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.131 -> Acceleration X: -0.20, Y: -6.12, Z: -8.36 m/s^2
20:46:29.131 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.131 -> Acceleration X: -0.19, Y: -6.11, Z: -8.33 m/s^2
20:46:29.131 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.131 -> Acceleration X: -0.21, Y: -6.12, Z: -8.32 m/s^2
20:46:29.131 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.131 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:29.131 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.165 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:29.165 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.165 -> Acceleration X: -0.20, Y: -6.13, Z: -8.37 m/s^2
20:46:29.165 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.165 -> Acceleration X: -0.20, Y: -6.11, Z: -8.35 m/s^2
20:46:29.165 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.165 -> Acceleration X: -0.19, Y: -6.11, Z: -8.34 m/s^2
20:46:29.165 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.165 -> Acceleration X: -0.20, Y: -6.13, Z: -8.36 m/s^2
20:46:29.198 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.198 -> Acceleration X: -0.19, Y: -6.13, Z: -8.35 m/s^2
20:46:29.198 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.198 -> Acceleration X: -0.19, Y: -6.14, Z: -8.36 m/s^2
20:46:29.198 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.198 -> Acceleration X: -0.19, Y: -6.14, Z: -8.35 m/s^2
20:46:29.198 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.198 -> Acceleration X: -0.19, Y: -6.13, Z: -8.34 m/s^2
20:46:29.231 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.231 -> Acceleration X: -0.17, Y: -6.13, Z: -8.38 m/s^2
20:46:29.231 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.231 -> Acceleration X: -0.17, Y: -6.15, Z: -8.37 m/s^2
20:46:29.231 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.231 -> Acceleration X: -0.17, Y: -6.13, Z: -8.33 m/s^2
20:46:29.231 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.231 -> Acceleration X: -0.20, Y: -6.12, Z: -8.32 m/s^2
20:46:29.231 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.265 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:29.265 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.265 -> Acceleration X: -0.18, Y: -6.12, Z: -8.34 m/s^2
20:46:29.265 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.265 -> Acceleration X: -0.19, Y: -6.11, Z: -8.33 m/s^2
20:46:29.265 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.265 -> Acceleration X: -0.18, Y: -6.11, Z: -8.34 m/s^2
20:46:29.265 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.298 -> Acceleration X: -0.19, Y: -6.11, Z: -8.34 m/s^2
20:46:29.298 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.298 -> Acceleration X: -0.18, Y: -6.13, Z: -8.36 m/s^2
20:46:29.298 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.298 -> Acceleration X: -0.19, Y: -6.14, Z: -8.34 m/s^2
20:46:29.298 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.298 -> Acceleration X: -0.19, Y: -6.14, Z: -8.33 m/s^2
20:46:29.298 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.298 -> Acceleration X: -0.19, Y: -6.12, Z: -8.32 m/s^2
20:46:29.331 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.331 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:29.331 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.331 -> Acceleration X: -0.19, Y: -6.13, Z: -8.37 m/s^2
20:46:29.331 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.331 -> Acceleration X: -0.20, Y: -6.11, Z: -8.36 m/s^2
20:46:29.331 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.331 -> Acceleration X: -0.19, Y: -6.13, Z: -8.36 m/s^2
20:46:29.364 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.364 -> Acceleration X: -0.19, Y: -6.12, Z: -8.37 m/s^2
20:46:29.364 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.364 -> Acceleration X: -0.19, Y: -6.12, Z: -8.34 m/s^2
20:46:29.364 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.364 -> Acceleration X: -0.18, Y: -6.13, Z: -8.36 m/s^2
20:46:29.364 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.364 -> Acceleration X: -0.18, Y: -6.14, Z: -8.35 m/s^2
20:46:29.364 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.364 -> Acceleration X: -0.18, Y: -6.13, Z: -8.33 m/s^2
20:46:29.398 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.398 -> Acceleration X: -0.20, Y: -6.13, Z: -8.32 m/s^2
20:46:29.398 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.398 -> Acceleration X: -0.20, Y: -6.13, Z: -8.32 m/s^2
20:46:29.398 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
20:46:29.398 -> Acceleration X: -0.19, Y: -6.13, Z: -8.31 m/s^2
20:46:29.398 -> Rotation X: 0.04, Y: 0.02, Z: 0.00 rad/s
